salário (kR$);gênero
3.570611794;mulher
10.89901057;homem
11.39594418;homem
7.500022008;mulher
11.91527673;homem
5.321374905;mulher
8.909656546;homem
7.397720915;homem
3.073579577;mulher
8.201964203;mulher
12.29551359;homem
9.297481418;mulher
10.24222222;homem
9.221516373;homem
9.538386881;homem
8.377380672;homem
8.176970942;homem
9.180841192;homem
3.845076647;mulher
4.81210786;mulher
10.53570061;homem
9.069421264;homem
9.778876518;homem
6.092656761;mulher
7.823526518;homem
8.94950742;homem
9.478717817;homem
5.750233312;mulher
10.7263268;homem
6.460267364;mulher
7.997236415;mulher
7.00317845;mulher
10.51785403;homem
9.89097377;homem
5.817483856;mulher
12.60041109;homem
9.856600528;mulher
4.996567837;mulher
13.67077412;homem
8.229624283;homem
9.326301062;mulher
10.40402454;homem
10.89268399;mulher
7.546042698;homem
7.392453429;homem
2.618441356;mulher
5.297535303;mulher
7.14374513;mulher
11.73660259;homem
7.137209458;mulher
9.816207944;homem
7.475396792;mulher
5.518442807;mulher
8.431921642;homem
8.507950755;homem
9.174322648;homem
7.872494055;homem
6.089741457;mulher
8.262067503;homem
8.133136614;mulher
5.482733408;mulher
6.552700028;homem
6.910138135;homem
11.42166698;homem
6.085392122;mulher
9.489412475;homem
5.680543325;mulher
7.113829379;homem
6.879108721;homem
6.120219064;homem
5.501073593;mulher
6.360752245;mulher
6.375490628;mulher
7.888926404;homem
7.952078242;homem
7.100309957;mulher
8.842107394;mulher
7.902774659;homem
8.352240943;homem
6.800328459;mulher
7.389694301;homem
8.232813269;mulher
8.669339742;mulher
8.359582676;mulher
1.267647291;mulher
10.65667302;homem
8.335214793;homem
9.312264714;mulher
11.36402054;homem
10.18464766;homem
9.891320573;mulher
10.08327954;homem
4.75360683;mulher
10.00261693;homem
6.482081024;mulher
6.191117404;homem
5.411701586;mulher
2.802457108;mulher
4.004687349;mulher
6.744259999;homem
6.460084398;mulher
7.153996602;homem
5.331921982;mulher
2.346661237;mulher
10.24213586;mulher
8.563538926;homem
6.599524399;homem
9.281546787;mulher
3.2011197;mulher
13.2746137;homem
5.533178485;mulher
7.063496081;homem
2.962221257;mulher
7.986240162;mulher
4.945145794;mulher
10.82563653;mulher
5.873591025;mulher
4.491635851;mulher
8.65518657;homem
7.4625392;homem
3.719453895;mulher
6.529282902;mulher
6.633837471;homem
8.762755412;mulher
5.677053842;mulher
11.35845694;homem
7.429190211;homem
12.06849596;homem
6.233791566;mulher
7.008416331;mulher
7.171981845;mulher
11.15713133;homem
11.97036501;homem
7.985507218;mulher
9.456316067;homem
9.881089375;homem
3.940546909;mulher
5.228332788;mulher
4.203517477;mulher
11.75076526;mulher
9.844136666;homem
9.984949954;mulher
5.320733806;mulher
5.146326749;mulher
6.075347203;mulher
11.78197469;homem
12.28644551;homem
9.122308075;homem
3.354859071;mulher
6.029965672;homem
9.562036016;mulher
11.62587933;homem
3.669864833;mulher
2.421788113;mulher
6.421369709;mulher
3.791927352;homem
7.011340038;mulher
5.816003753;homem
6.211120356;mulher
7.339257609;mulher
7.331508596;mulher
6.070346939;mulher
9.934238104;mulher
7.701618115;homem
9.084594321;mulher
8.386401126;homem
4.599236974;mulher
7.457483513;homem
10.13892262;homem
8.584426206;homem
4.675852377;mulher
8.311292299;homem
9.233254477;homem
9.395290228;mulher
4.750455983;mulher
7.039120969;mulher
8.219590763;mulher
3.611387298;mulher
9.509015322;mulher
9.806072285;homem
9.501182999;homem
0.352773097;mulher
10.54262813;homem
5.87783563;homem
3.219934254;mulher
8.330031419;mulher
10.08690381;homem
9.101493398;homem
6.288079521;homem
7.5810575;homem
9.668489636;homem
8.45706567;homem
3.651081877;homem
7.913234027;homem
7.700708482;homem
5.10265582;mulher
6.181145272;homem
6.553650648;homem
10.80993338;mulher
10.0478536;homem
7.700349354;mulher
5.200944609;homem
10.33960832;homem
4.857358114;mulher
7.24463969;homem
8.84478393;homem
8.343535738;homem
13.18468457;homem
6.535125157;mulher
7.726987991;mulher
10.74165074;mulher
12.08009394;homem
4.714908517;mulher
4.291760863;mulher
7.904732053;mulher
9.837092646;mulher
7.991557203;mulher
5.256790085;mulher
5.498006239;mulher
4.068904436;mulher
2.257467759;mulher
4.870781373;mulher
6.451379875;homem
8.624458634;homem
2.336740762;mulher
7.639963222;homem
8.665765669;homem
8.941707545;homem
10.06397979;homem
8.412688631;mulher
8.824644241;homem
11.83369652;homem
7.69194437;homem
12.43559947;homem
6.40036328;mulher
12.22818244;homem
6.001781267;mulher
8.916137642;homem
3.556915748;mulher
2.711277134;homem
6.540282404;mulher
8.981646937;homem
6.412737456;homem
7.111365821;mulher
7.497611866;mulher
9.158080884;homem
10.06834257;homem
10.8166432;homem
11.1167283;homem
7.290415633;homem
3.310084567;mulher
7.880679792;mulher
4.048199643;mulher
4.92022086;mulher
9.909553144;homem
9.959781605;homem
8.058602805;mulher
3.881177815;mulher
10.31261863;homem
9.386217501;homem
8.940617434;homem
2.860577614;mulher
7.574721768;homem
7.729267905;mulher
9.097895742;homem
13.19413882;homem
4.168425514;mulher
10.25744164;homem
3.337261345;mulher
8.651924243;homem
5.853459412;mulher
6.515659082;mulher
4.754175825;mulher
3.238165726;mulher
5.775379911;mulher
4.381232625;mulher
8.979100292;mulher
3.814800766;mulher
8.466946626;mulher
9.589274504;homem
5.249492031;homem
6.061843745;mulher
5.452818738;mulher
13.66998915;homem
10.10617217;homem
6.349296581;homem
8.396950044;homem
5.93949333;mulher
4.75882274;mulher
8.33244927;homem
7.658538952;mulher
6.99323974;mulher
6.143242124;mulher
4.451266344;mulher
5.946113507;mulher
6.127320184;mulher
11.53514038;homem
7.969378144;mulher
10.23810887;mulher
10.16641477;homem
2.699552476;mulher
6.71264758;mulher
12.92534521;homem
9.490759048;homem
2.54473004;mulher
8.433817474;homem
1.610849251;mulher
7.948367565;homem
5.873783051;mulher
3.504849204;mulher
7.675702989;homem
6.452843971;mulher
3.409174583;mulher
7.595571413;mulher
1.332553028;mulher
8.446463085;homem
10.20302883;homem
9.66761926;homem
7.267926904;homem
7.432541066;mulher
10.50580357;homem
8.787466296;mulher
11.30664495;homem
9.991681103;homem
6.930978966;mulher
7.57518913;homem
6.262096086;mulher
7.739067697;homem
3.760923782;mulher
9.772967195;homem
5.006733668;mulher
8.530150774;homem
5.286899153;mulher
10.03922576;homem
7.622338185;mulher
9.909485949;homem
11.39279366;homem
5.022142565;mulher
10.65864069;homem
10.18153694;homem
5.682872545;mulher
3.904013977;mulher
4.951334268;mulher
9.262378504;homem
8.40711613;homem
4.141401961;mulher
6.110237915;homem
9.547807003;homem
8.020626123;homem
3.127951115;mulher
8.469419415;homem
4.906797272;mulher
9.841991231;homem
9.261300249;homem
7.48423628;mulher
9.115587992;homem
9.646153447;homem
7.389467101;homem
5.13831401;mulher
3.684102158;mulher
8.113119607;mulher
9.550420629;mulher
7.157917795;homem
7.876342014;mulher
11.17156754;homem
7.382337364;homem
6.651371623;mulher
13.60916755;homem
6.638752882;mulher
7.85634092;homem
3.659192639;mulher
10.13042334;mulher
5.244097388;mulher
4.811767331;homem
3.152784553;mulher
3.082293826;mulher
4.028150662;mulher
6.169888832;mulher
3.341484506;mulher
6.596909188;homem
6.136987548;mulher
8.260605076;homem
10.06153909;homem
7.600378659;mulher
5.180817611;mulher
7.887231845;mulher
11.83689937;homem
10.83202227;homem
4.316470974;mulher
4.979432303;mulher
10.25082384;homem
5.967630027;mulher
9.479278236;homem
5.175190459;mulher
11.4528972;homem
8.110369103;homem
10.56043115;homem
9.465125565;homem
5.362356813;homem
12.19802733;homem
5.8973667;mulher
9.642183687;homem
8.646494346;homem
11.59709802;homem
7.508618683;mulher
12.52062789;homem
8.053972491;mulher
8.043104379;mulher
11.86834533;homem
10.75580805;homem
4.267292168;mulher
10.64090337;homem
4.698396471;mulher
8.391803963;homem
11.19042298;homem
7.262835701;mulher
7.710459986;mulher
9.165263379;homem
7.007749556;mulher
8.545061835;mulher
7.470361055;homem
6.372079;mulher
5.065272038;mulher
5.621781011;mulher
7.810521765;homem
8.609298618;mulher
9.188516033;homem
4.551196339;mulher
4.036006026;mulher
9.292303841;homem
6.933273788;mulher
9.09957083;homem
9.669962982;homem
5.190695216;homem
7.641486496;homem
5.548889846;mulher
7.443307578;homem
10.90851416;homem
8.503937406;mulher
9.907706832;mulher
3.979998083;mulher
5.26709379;mulher
7.233105568;homem
3.672652956;mulher
5.764128198;mulher
10.94082397;homem
10.28100566;homem
4.522447504;mulher
5.07431272;mulher
8.454749494;homem
10.62515956;homem
4.95006378;mulher
9.442341886;homem
10.03414154;mulher
3.873646662;mulher
5.27476364;mulher
6.806219185;homem
7.23531493;homem
7.903151415;homem
6.223418499;homem
6.985377579;mulher
4.019885296;mulher
4.98906066;mulher
10.50908958;homem
7.877261941;homem
6.934527088;mulher
4.68707182;mulher
5.262842884;mulher
3.830426667;mulher
10.73773995;homem
6.407880233;homem
7.855568431;homem
5.24047469;mulher
4.880740816;mulher
5.334601287;homem
7.878831706;mulher
7.514022106;mulher
8.131489847;homem
12.85110193;homem
6.843503532;mulher
9.342910126;mulher
10.9079005;homem
3.097909775;mulher
7.963053817;mulher
6.474136253;mulher
5.966022452;mulher
9.530715514;homem
5.208156358;mulher
7.480501091;homem
11.03235374;homem
3.745477145;mulher
7.535699166;homem
4.593132772;mulher
10.42244517;homem
6.010156016;mulher
5.76194075;homem
8.392221147;homem
5.908902781;mulher
7.620881963;mulher
8.001397761;homem
9.669175167;homem
2.621912897;mulher
10.37556078;mulher
3.433442067;mulher
9.566589633;homem
8.882789935;homem
3.310381581;mulher
5.633188941;mulher
12.82779745;homem
6.635284854;mulher
4.452660853;mulher
9.736522438;homem
6.712370477;mulher
6.737022893;mulher
8.223232125;homem
7.156426845;mulher
9.690773325;homem
6.885776936;mulher
5.804144827;mulher
7.475105194;homem
4.510399911;mulher
9.742640742;homem
5.848769058;mulher
5.90308435;mulher
8.6967854;mulher
10.16873922;homem
10.24572912;homem
9.359833375;mulher
6.19005492;mulher
3.257815591;mulher
5.295014961;mulher
7.980274219;mulher
11.87002564;homem
8.497174781;mulher
4.008127304;mulher
9.886113655;homem
9.161072778;mulher
6.937373389;mulher
8.488891647;mulher
10.89758559;homem
9.358848881;homem
5.560032869;homem
11.59404673;homem
6.363398886;homem
1.016812957;mulher
11.88327922;homem
7.523448034;homem
9.108868245;mulher
6.140668277;mulher
7.173845778;homem
8.627448687;homem
5.744574087;mulher
11.81777502;homem
8.289152558;mulher
11.20246601;homem
5.828335136;mulher
9.137770486;homem
4.966651869;mulher
8.690555871;homem
3.53236017;mulher
7.32827836;mulher
8.600462176;homem
9.435108715;homem
6.651271928;homem
3.694251696;mulher
3.649236527;mulher
5.401745209;homem
5.736921853;mulher
12.40562195;homem
4.545792325;mulher
7.252154215;homem
6.876619795;mulher
8.241418658;homem
8.757649405;homem
8.293095336;homem
6.368373059;mulher
5.017143423;mulher
9.660832472;homem
1.521308483;mulher
6.143681909;mulher
11.13469713;homem
5.768435957;homem
1.544021485;mulher
4.638713794;mulher
6.024753462;homem
5.871323457;homem
11.558219;homem
8.519644068;mulher
5.030694379;homem
7.005321767;mulher
12.99607546;homem
7.268045119;homem
7.276253001;homem
6.261528201;mulher
7.255254268;homem
7.793717075;homem
7.076983722;mulher
4.858762883;mulher
7.769852261;homem
6.804688954;mulher
8.541571;homem
6.128979191;homem
4.592713012;mulher
10.60938922;homem
9.097148557;homem
6.833469084;mulher
1.855417492;mulher
3.594184792;mulher
6.233309451;mulher
8.634905145;homem
8.514046821;homem
7.062164407;mulher
4.633264197;mulher
6.207605055;homem
6.06875531;homem
9.273832274;homem
11.61763437;homem
7.023981906;homem
4.634549181;mulher
8.823919388;homem
4.067195253;mulher
3.880704221;mulher
9.92943067;mulher
6.09417659;mulher
5.679423098;homem
12.23386188;homem
10.2934085;homem
6.430242964;homem
11.78188599;homem
8.030285127;homem
7.379959106;mulher
3.574988664;homem
7.237143272;homem
3.217500345;mulher
8.411968777;mulher
3.406827773;mulher
9.772915024;homem
8.256138623;mulher
4.630667754;mulher
10.14533535;homem
8.785003627;mulher
4.767587007;mulher
7.370800429;mulher
5.305707002;mulher
7.042803639;mulher
13.30196237;homem
6.630061612;homem
9.87438273;homem
2.961565828;mulher
10.01341181;homem
8.718795662;homem
6.336212352;mulher
11.71289237;mulher
6.451840092;mulher
10.34609884;homem
11.11131421;homem
8.987441537;homem
9.463769464;homem
8.735389536;homem
9.567012489;mulher
5.907068932;mulher
6.486891344;homem
6.712739296;homem
10.1978708;homem
5.499459107;mulher
6.962754897;homem
7.734995119;homem
10.89179937;homem
10.13419113;homem
5.161483601;mulher
6.287989272;homem
7.195713485;homem
9.529928512;homem
2.800561215;mulher
7.292845465;mulher
3.533206787;mulher
9.561558313;homem
6.635637898;homem
5.224807702;mulher
5.616320511;mulher
5.878022668;homem
7.376530261;mulher
5.613254563;mulher
5.339073194;homem
8.295775489;mulher
2.668941828;mulher
5.859163082;mulher
4.503334661;mulher
5.875595744;mulher
5.859986059;mulher
5.629576729;mulher
8.966756138;mulher
5.509789605;mulher
3.172835474;mulher
6.263541046;mulher
3.361395393;homem
8.676830233;homem
11.02400802;homem
4.272679451;mulher
10.28610393;homem
5.418235118;homem
5.92274996;mulher
6.937503075;homem
7.761169028;homem
5.870512103;mulher
6.756911931;mulher
10.94764428;homem
4.407997957;mulher
7.848213393;homem
6.754085948;mulher
7.181657067;homem
12.42880808;homem
9.211829638;homem
6.495349873;homem
4.592991912;mulher
9.664680416;homem
4.908927987;mulher
4.132596102;mulher
7.140914189;mulher
7.103638996;homem
7.949694395;mulher
3.479998112;homem
10.9673406;homem
5.309780905;mulher
6.61195436;homem
9.580845207;homem
6.057142547;homem
6.796381074;homem
8.194427579;homem
6.955265445;homem
10.54603175;homem
5.192195954;homem
6.551735862;mulher
6.683816606;homem
9.008330708;homem
4.41095252;mulher
6.907134953;mulher
5.798657696;mulher
3.864205198;mulher
4.516364561;mulher
6.514287988;mulher
8.079307246;mulher
8.553996856;mulher
9.73575008;homem
5.101464784;mulher
11.05758831;homem
3.01751152;mulher
7.321032555;mulher
7.571421353;mulher
4.95098311;mulher
9.021123887;homem
10.68044772;homem
6.617132866;mulher
6.946602427;homem
8.894336135;homem
2.835551069;mulher
9.382075873;mulher
4.501710489;mulher
3.557189165;mulher
6.631131545;mulher
7.7139102;mulher
8.655339113;homem
10.84569244;homem
10.62635618;homem
8.047602362;mulher
7.845087931;homem
6.904327092;mulher
8.710663125;homem
3.791698818;mulher
8.003667124;homem
9.050968998;mulher
8.365191732;mulher
2.943747709;homem
6.956252132;mulher
8.860973752;homem
5.390856868;mulher
5.387152892;mulher
6.278267428;mulher
8.096652263;homem
6.861777775;mulher
10.65888579;homem
6.38161193;homem
6.971183342;mulher
9.974544672;homem
5.909530954;mulher
6.405986428;mulher
9.545698684;mulher
7.76765148;mulher
5.239787093;mulher
6.950211675;homem
11.81221331;homem
12.11586671;homem
8.343380064;mulher
7.652360708;homem
5.801746982;mulher
6.165850461;mulher
3.265414049;mulher
9.670027292;homem
10.59477156;homem
5.541723863;mulher
8.530985598;mulher
7.560319614;homem
9.463327195;homem
10.6053738;homem
12.27407214;homem
5.220197112;mulher
8.112454122;homem
8.089335376;mulher
4.074994079;mulher
9.936749023;homem
8.291435754;mulher
9.288841581;homem
6.235852117;mulher
5.608337671;mulher
8.030053136;mulher
4.007905069;mulher
8.689225535;homem
8.950665512;homem
5.424443682;homem
8.791692171;homem
11.80417089;homem
12.18105154;homem
11.44415498;homem
10.13530222;homem
7.658672416;homem
9.418310463;homem
4.450152505;mulher
8.856236355;homem
3.845378132;mulher
3.147527262;mulher
5.318808258;mulher
6.273597615;mulher
9.77314146;homem
10.92835303;homem
8.30027193;homem
11.66319773;homem
3.640480866;mulher
6.546572286;homem
9.189410111;homem
4.680703672;mulher
9.31728436;homem
7.891241498;homem
5.636624082;mulher
6.050516695;mulher
4.71878477;mulher
9.61321152;homem
2.835881295;mulher
7.876073463;mulher
9.218413212;homem
5.180918916;mulher
8.868686711;homem
7.287249852;mulher
8.259937852;mulher
11.01247513;mulher
3.477144324;mulher
5.728457678;mulher
3.450153861;mulher
4.203395242;mulher
8.383099701;homem
4.666989095;mulher
8.035888541;homem
4.467536754;mulher
4.706612974;mulher
3.631332835;mulher
8.555603937;mulher
7.650630629;homem
9.50556131;homem
7.29433402;homem
8.59652797;homem
10.83234094;homem
5.153202609;mulher
10.20826832;homem
10.12125834;homem
8.053581616;mulher
8.876506468;homem
10.08259494;homem
6.567672824;mulher
8.259726984;homem
7.336484763;mulher
6.356966439;homem
8.684520519;homem
3.441969496;mulher
5.594445292;mulher
2.069473749;mulher
7.658263986;homem
10.70319396;homem
9.001333591;mulher
5.904959574;mulher
6.902038403;mulher
5.735920215;mulher
8.608234766;homem
9.90621173;homem
7.634849123;homem
6.094257998;homem
12.01725783;homem
10.26408352;mulher
11.23150835;homem
5.745047186;homem
9.474921957;homem
5.795728881;mulher
11.06089643;homem
7.073301657;homem
11.57032236;homem
13.97386255;homem
9.884448791;homem
5.394438397;mulher
9.374819392;homem
7.00503086;mulher
10.14668696;homem
4.73438599;homem
11.98988252;homem
9.643838202;homem
9.482284403;mulher
9.555855793;homem
7.665488658;homem
10.85324907;homem
9.084660101;homem
6.669445049;mulher
7.014625163;mulher
4.756690897;mulher
9.773135672;homem
7.964725897;homem
6.821994301;mulher
4.762633571;mulher
7.607451705;mulher
9.571077649;homem
9.816638669;homem
8.013024712;mulher
8.367492421;homem
9.700043799;homem
8.740468558;homem
11.18977675;homem
6.216125503;mulher
7.14669635;mulher
3.399959088;mulher
6.132642336;mulher
9.529462731;mulher
8.617249165;mulher
9.132764334;homem
5.868180823;mulher
8.850382838;homem
9.493333022;homem
7.693196816;homem
1.943025929;mulher
6.022283255;mulher
10.12243122;homem
6.474828995;homem
9.704608677;homem
6.329615179;mulher
3.836076092;mulher
10.91282452;homem
7.898118415;mulher
6.240802189;mulher
4.563254165;mulher
7.554334942;homem
11.47626497;homem
8.479667067;mulher
4.118380644;mulher
8.796342869;homem
7.026864449;mulher
7.291845115;homem
6.588002346;mulher
10.26802373;homem
11.84119543;homem
8.940601811;homem
4.710464375;mulher
5.166852932;mulher
8.245950226;mulher
6.458032997;mulher
2.842320987;mulher
4.389312103;mulher
9.260313248;homem
9.26966512;mulher
6.701813025;mulher
9.430112875;homem
7.152548924;homem
8.84014015;homem
4.598445128;mulher
7.143795063;homem
4.629668802;mulher
9.169936306;homem
6.296248295;mulher
4.492512321;mulher
8.010847456;homem
6.4661855;mulher
7.229420643;mulher
7.157816639;mulher
3.814649802;mulher
12.13898647;homem
3.692644133;homem
6.009518572;mulher
8.286236834;homem
7.849414319;mulher
8.588018955;homem
2.76423024;mulher
7.467468721;mulher
8.258229589;mulher
8.574492551;mulher
8.868453845;homem
6.471838993;homem
6.122883715;mulher
7.873057204;homem
4.817269091;mulher
5.818291918;mulher
4.620854109;mulher
11.89337583;homem
7.797462181;homem
11.53714449;homem
6.821650247;homem
9.237587782;homem
6.931790709;homem
9.544516364;mulher
4.875745159;mulher
5.797360628;mulher
11.11132723;homem
8.510774756;homem
9.859267253;homem
11.71662335;homem
4.41609016;mulher
7.529571438;homem
6.521456279;homem
8.748025743;homem
5.354008395;mulher
6.329999223;homem
13.20842155;homem
7.374503455;homem
10.46212757;homem
7.566391471;homem
10.59202511;homem
9.599006367;homem
5.168822619;mulher
10.17723761;mulher
7.703178078;mulher
5.364744283;mulher
1.90025219;mulher
6.316485424;homem
6.027583966;mulher
3.295601872;mulher
7.276134547;homem
7.130567247;homem
9.360815932;mulher
8.393528031;homem
9.586036504;homem
13.99952674;homem
10.12232711;mulher
9.664137037;homem
8.240092542;homem
2.834723275;mulher
4.530267458;mulher
7.933368464;mulher
6.51409204;homem
5.394136408;mulher
11.9235148;homem
10.11390682;homem
7.88742192;homem
5.015194342;mulher
5.297912355;mulher
7.853368497;homem
5.462487092;mulher
9.576866207;mulher
9.282262432;homem
8.556876639;mulher
6.070435038;mulher
10.25075873;homem
10.1956456;homem
6.771518744;homem
3.789717978;mulher
11.70311443;homem
7.207344817;mulher
6.1544211;homem
9.011973934;homem
8.698612131;homem
11.78989511;homem
5.944542645;mulher
10.62694387;homem
7.851506479;mulher
3.944659138;mulher
8.481094238;homem
5.192718992;mulher
8.668494125;homem
4.188158038;mulher
1.553181878;mulher
9.047050399;homem
6.280220148;mulher
5.709836282;homem
7.220502486;mulher
6.622858382;mulher
4.330981852;mulher
6.918571974;mulher
11.70553037;homem
6.370008766;homem
9.481512924;homem
7.89745652;mulher
8.693108472;mulher
11.74448669;mulher
4.365954343;mulher
9.257770899;mulher
4.498462185;mulher
8.175465157;homem
6.539815479;mulher
7.331061149;mulher
3.400257214;mulher
8.082920025;homem
9.198791235;homem
7.59705412;homem
4.376630238;mulher
7.984285739;homem
10.61918804;homem
7.232164862;mulher
7.508904832;mulher
6.618465964;homem
3.034426517;mulher
6.301890357;homem
9.59287404;homem
6.156617431;mulher
6.247612345;mulher
5.115884641;homem
8.765906099;mulher
12.75057843;homem
10.48219959;homem
12.01043122;homem
7.93771127;mulher
10.2304351;mulher
10.26060099;homem
4.507314505;homem
3.415758865;mulher
9.908645494;homem
7.197933041;homem
6.215499777;homem
10.45078168;homem
6.212994504;mulher
7.568998171;homem
4.389545213;mulher
6.128840356;mulher
9.953236709;homem
9.896843729;homem
11.07983237;homem
7.504441196;mulher
9.536002188;homem
5.23745326;mulher
4.770861666;mulher
8.337333683;homem
11.38818105;homem
8.892824646;homem
4.470267843;mulher
8.3311494;homem
9.636998884;homem
8.79126226;homem
4.514127643;mulher
7.936280901;homem
9.969445016;homem
9.005980938;homem
8.454271434;mulher
8.564718961;homem
6.963999269;mulher
6.90351292;mulher
5.319723591;mulher
9.124947705;homem
4.81149286;mulher
9.705501071;homem
8.534735536;homem
5.012495809;mulher
7.533134024;mulher
10.92578489;homem
6.841416009;mulher
6.067660888;mulher
8.766333758;mulher
3.341383838;mulher
3.830627398;mulher
8.527915922;homem
12.39391227;homem
7.552087847;mulher
2.747643732;mulher
8.7235059;homem
6.320840057;homem
10.52028794;homem
6.243334287;mulher
8.232257768;mulher
7.770512553;mulher
11.00634553;homem
5.516388372;mulher
10.51489175;homem
7.490550572;mulher
6.835279379;mulher
8.291441404;homem
7.954532208;mulher
4.994723219;mulher
9.588501117;homem
5.782761718;mulher
4.909540321;mulher
4.774010876;mulher
12.91431211;homem
6.68887718;mulher
10.16570818;homem
13.15663408;homem
6.630474527;mulher
11.44633162;homem
4.72232607;mulher
7.418090771;homem
8.725556184;homem
5.207810254;homem
6.532066058;mulher
5.054120159;mulher
5.290594991;mulher
7.677908178;homem
7.121006208;homem
4.245339505;mulher
6.932732989;mulher
5.137864435;mulher
8.002180935;mulher
5.017617432;mulher
9.079009544;mulher
3.739821333;mulher
3.232545242;mulher
5.36829304;homem
6.174253728;mulher
10.10913904;homem
12.34172488;homem
12.48137425;homem
7.079956793;mulher
7.338469093;homem
7.236531861;mulher
5.721828701;mulher
5.420563742;mulher
9.01664451;homem
8.890200186;mulher
8.448987106;homem
6.404070926;homem
9.297036045;homem
5.595224606;mulher
11.18761507;homem
10.05672254;homem
7.349530823;mulher
13.12061754;homem
5.052010968;mulher
7.121470848;homem
4.968179198;mulher
9.897831655;mulher
8.888511466;mulher
6.118664002;mulher
9.246891566;homem
9.566462349;homem
4.883046877;mulher
6.241375436;mulher
6.053440127;homem
7.397021085;mulher
4.98061598;mulher
6.416348703;mulher
9.328169174;mulher
7.596591374;homem
6.68954045;mulher
8.209830855;homem
4.44217559;mulher
11.69789336;homem
5.707002129;mulher
10.15401402;homem
5.677861062;mulher
10.07624502;homem
6.473407956;mulher
8.558401049;mulher
11.60894078;homem
8.26666492;homem
6.363567559;mulher
7.340644246;homem
5.569387381;mulher
6.380574983;mulher
4.047135452;mulher
4.762721858;mulher
8.608321842;homem
4.544789597;mulher
10.93699038;homem
7.304098503;homem
11.09284484;homem
7.738361907;homem
7.867341706;homem
10.22939501;mulher
6.693018769;mulher
4.904396286;mulher
5.962111875;mulher
6.287289399;mulher
6.208544644;homem
12.13123945;homem
5.730597546;mulher
8.269451831;mulher
8.117281826;homem
10.96953582;homem
8.536880144;mulher
9.670137525;homem
7.152530392;homem
9.811912434;homem
3.529504551;mulher
4.65142532;mulher
6.778632751;homem
5.757555857;mulher
9.140421961;homem
11.46473156;homem
4.298701151;mulher
9.08054333;homem
5.269335932;homem
8.355085666;mulher
6.419385656;mulher
7.121290161;mulher
9.880474539;homem
7.082222623;mulher
12.56718999;homem
10.18650186;homem
9.753604143;homem
7.768655539;homem
8.359624511;homem
7.981775722;homem
9.677842563;homem
8.798167672;homem
10.60687122;homem
6.230914439;mulher
4.18131831;mulher
3.730201935;mulher
11.80123683;homem
5.883585378;homem
5.66279602;mulher
12.14871021;homem
4.587898275;mulher
4.372582434;mulher
10.66776631;homem
7.816552239;homem
9.295525095;homem
6.881662632;homem
11.29230688;homem
7.920182218;homem
7.380506256;homem
6.36709586;homem
8.173960164;homem
4.980559388;mulher
7.91230472;homem
7.113729142;homem
7.260194099;mulher
12.40638157;homem
5.803490742;mulher
10.02766879;mulher
6.799513009;mulher
10.2736861;mulher
7.918733902;homem
4.76188181;mulher
9.311794845;homem
11.53577628;homem
8.640759386;homem
2.015373322;mulher
5.380341838;mulher
7.721635582;mulher
3.88603807;mulher
12.09997699;homem
6.139318063;mulher
4.678829538;mulher
6.618442805;homem
9.309493837;homem
7.923070709;mulher
7.139305374;mulher
4.85243812;mulher
9.172106697;homem
4.442863128;mulher
10.86298665;homem
4.668226135;mulher
11.03279006;homem
9.748524062;homem
7.622644319;mulher
8.913799384;mulher
9.155621685;homem
9.898884329;mulher
10.9900168;homem
8.375000578;homem
3.744221083;mulher
7.926482552;homem
7.838047272;mulher
2.767962516;mulher
6.635653647;mulher
10.41170891;homem
9.261338709;mulher
8.07228911;homem
7.486094669;mulher
9.127362987;homem
4.326496638;mulher
3.322641918;mulher
9.337795977;homem
5.394452666;mulher
6.19102901;mulher
6.275409546;mulher
10.37700245;homem
5.072315689;mulher
6.759369687;mulher
5.68053054;mulher
7.097638145;mulher
9.79705326;homem
7.106398004;mulher
11.00211656;homem
3.521175888;mulher
10.15369189;homem
4.422371009;mulher
10.4534958;homem
3.52414659;mulher
8.243894918;mulher
11.04636979;homem
7.056711325;homem
4.891286847;mulher
1.815080754;mulher
1.576615162;mulher
8.595457123;mulher
4.986583482;homem
6.709381993;mulher
2.190513615;mulher
5.920750799;mulher
6.125881598;mulher
9.291671385;mulher
4.819785727;homem
7.819081794;mulher
10.75285755;homem
5.715336801;mulher
6.103034762;mulher
9.602321816;homem
5.812539022;mulher
6.733703748;homem
9.026512904;mulher
8.466422685;mulher
9.707716006;homem
4.477858163;mulher
6.702757634;mulher
6.483783309;homem
5.298900965;mulher
12.35262299;homem
2.877579971;mulher
8.593147064;homem
3.390517419;mulher
1.97825579;mulher
9.980519822;homem
11.58898452;homem
7.03137518;homem
8.599130598;homem
7.695882237;homem
8.723384876;homem
8.142973877;homem
6.127958214;homem
6.63507855;homem
11.60510945;homem
8.011955972;homem
2.07297577;homem
4.795576623;homem
5.665531202;homem
9.82577492;homem
8.360968702;homem
4.754479844;mulher
7.371267927;homem
4.231444099;mulher
5.710703989;homem
8.812991735;homem
5.348475798;mulher
7.256184793;mulher
6.47736618;homem
4.227826945;mulher
8.240805766;homem
-0.077013059;mulher
6.89632438;mulher
7.817074083;homem
5.108066232;homem
5.409784588;mulher
10.02169318;homem
8.43570888;homem
11.70908942;homem
8.003725581;homem
9.498981665;homem
5.081135408;mulher
9.29230867;homem
5.237389172;homem
10.65325335;homem
7.794430292;mulher
