,0
2606,"502,9531391"
2607,"338,3967555"
2608,"415,0514625"
2609,"300,568857"
2610,"310,6689159"
2611,"303,1099272"
2612,"409,7397501"
2613,"479,8614558"
2614,"443,0558945"
2615,"370,5899368"
2616,"405,3886513"
2617,"216,1342263"
2618,"314,1887622"
2619,"456,8651407"
2620,"269,9141028"
2621,"453,2737373"
2622,"366,2372158"
2623,"367,3596422"
2624,"409,4360308"
2625,"363,0183072"
2626,"396,9944197"
2627,"411,5335201"
2628,"451,7160571"
2629,"420,302852"
2630,"460,5785924"
2631,"308,0649511"
2632,"447,5609813"
2633,"417,7896737"
2634,"329,8297244"
2635,"381,3046981"
2636,"426,3072677"
2637,"518,8711518"
2638,"343,4594632"
2639,"583,2160859"
2640,"379,1843166"
2641,"595,8366897"
2642,"348,2425477"
2643,"442,2708882"
2644,"428,421673"
2645,"488,8122593"
2646,"473,4044813"
2647,"324,3640186"
2648,"399,9074194"
2649,"475,6202631"
2650,"440,4320045"
2651,"444,8936792"
2652,"463,3448289"
2653,"532,9566761"
2654,"206,8792468"
2655,"404,4338829"
2656,"528,7633371"
2657,"200,8220464"
2658,"517,7364758"
2659,"405,664831"
2660,"378,9193682"
2661,"368,576008"
2662,"342,9579687"
2663,"246,9995217"
2664,"343,1891203"
2665,"407,8108313"
2666,"342,3329523"
2667,"357,4976359"
2668,"445,6238595"
2669,"463,6547061"
2670,"521,748957"
2671,"432,3827592"
2672,"302,5576847"
2673,"476,5217422"
2674,"382,5284758"
2675,"410,0092708"
2676,"382,7384864"
2677,"357,7747194"
2678,"340,3798866"
2679,"227,4386274"
2680,"238,3625111"
2681,"373,637931"
2682,"404,0820159"
2683,"469,685078"
2684,"299,3324124"
2685,"328,3435053"
2686,"366,6450784"
2687,"452,6655141"
2688,"461,5287375"
2689,"508,3272058"
2690,"420,2112769"
2691,"299,8802348"
2692,"256,5025563"
2693,"373,5272482"
2694,"387,0795856"
2695,"289,2019142"
2696,"505,2015176"
2697,"386,9924143"
2698,"492,5870114"
2699,"548,2466938"
2700,"504,7827148"
2701,"281,4074341"
2702,"608,5897745"
2703,"422,2501398"
2704,"311,4490978"
2705,"377,4814691"
2706,"558,1713583"
2707,"354,8267646"
2708,"433,3400486"
2709,"418,6116528"
2710,"389,7269275"
2711,"318,2235318"
2712,"424,8600627"
2713,"345,0716579"
2714,"395,3054091"
2715,"348,2181034"
2716,"595,2129301"
2717,"367,4406676"
2718,"330,0575964"
2719,"355,1102049"
2720,"323,7630947"
2721,"317,2126159"
2722,"398,3918326"
2723,"527,2021928"
2724,"388,3063247"
2725,"308,6175658"
2726,"434,8159658"
2727,"489,0757266"
2728,"484,8532151"
2729,"357,2676673"
2730,"583,0825681"
2731,"340,4166452"
2732,"383,5289381"
2733,"459,1722356"
2734,"286,5737711"
2735,"381,7631202"
2736,"378,5134955"
2737,"510,1281345"
2738,"384,719886"
2739,"371,7526232"
2740,"379,8136883"
2741,"343,131119"
2742,"456,5572172"
2743,"366,942824"
2744,"396,2359582"
2745,"395,0313293"
2746,"180,2293974"
2747,"437,5847214"
2748,"526,28967"
2749,"420,5605383"
2750,"304,6700739"
2751,"492,1806047"
2752,"428,6352462"
2753,"390,0845679"
2754,"482,6651412"
2755,"456,4534903"
2756,"307,9614815"
2757,"376,2716784"
2758,"307,7310586"
2759,"393,5461873"
2760,"475,4513562"
2761,"376,7240288"
2762,"400,1536496"
2763,"470,5488839"
2764,"405,1009882"
2765,"314,7807371"
2766,"366,7072571"
2767,"382,9040597"
2768,"426,8965289"
2769,"350,323648"
2770,"296,9351446"
2771,"500,9443361"
2772,"406,200797"
2773,"463,707001"
2774,"215,8403085"
2775,"408,2833435"
2776,"380,1926706"
2777,"507,557227"
2778,"440,9883844"
2779,"388,8754639"
2780,"282,507324"
2781,"348,9502353"
2782,"478,5108935"
2783,"335,4654437"
2784,"274,3752302"
2785,"422,6025845"
2786,"436,3748043"
2787,"397,6209557"
2788,"340,291401"
2789,"216,7196915"
2790,"276,2323751"
2791,"330,1011023"
2792,"460,9947565"
2793,"345,6672325"
2794,"504,7725418"
2795,"308,6525126"
2796,"358,8247074"
2797,"411,4095914"
2798,"299,1054791"
2799,"352,6789953"
2800,"394,4614601"
2801,"380,3463852"
2802,"460,3693555"
2803,"546,07105"
2804,"315,6848592"
2805,"425,803199"
2806,"355,1851935"
2807,"250,9589342"
2808,"374,7989169"
2809,"341,638916"
2810,"358,9188233"
2811,"308,0808202"
2812,"426,4707583"
2813,"326,8334785"
2814,"507,472218"
2815,"368,3801085"
2816,"489,9362152"
2817,"458,9862482"
2818,"377,6181692"
2819,"433,8660009"
2820,"340,4825468"
2821,"428,4653085"
2822,"539,6079137"
2823,"399,2164208"
2824,"495,3414101"
2825,"221,0754469"
2826,"382,2236416"
2827,"417,5196248"
2828,"482,113999"
2829,"401,1646975"
2830,"403,2637623"
2831,"377,1240041"
2832,"425,782979"
2833,"345,3882435"
2834,"402,2323142"
2835,"404,7490022"
2836,"390,6987209"
2837,"406,4506482"
2838,"345,6323407"
2839,"340,6855776"
2840,"424,379481"
2841,"483,3144236"
2842,"461,396222"
2843,"450,347982"
2844,"340,6703596"
2845,"361,394532"
2846,"580,5860466"
2847,"357,5667704"
2848,"467,7394076"
2849,"434,5361979"
2850,"471,4195662"
2851,"487,0385513"
2852,"507,68257"
2853,"439,126223"
2854,"460,7240536"
2855,"224,119746"
2856,"323,4829458"
2857,"373,6125557"
2858,"438,4187174"
2859,"301,1189012"
2860,"476,4519321"
2861,"292,546212"
2862,"274,7756238"
2863,"241,1606793"
2864,"425,6538375"
2865,"375,3048176"
2866,"352,302407"
2867,"420,7533653"
2868,"445,6380553"
2869,"449,7625558"
2870,"395,7516021"
2871,"435,1337632"
2872,"436,7514033"
2873,"383,4699087"
2874,"370,7321492"
2875,"277,6927596"
2876,"386,439228"
2877,"326,4092348"
2878,"463,1227164"
2879,"385,3065303"
2880,"675,0988351"
2881,"301,7509493"
2882,"500,1081827"
2883,"378,2825291"
2884,"276,1635697"
2885,"425,3379771"
2886,"410,7044451"
2887,"333,0675924"
2888,"360,2134326"
2889,"532,4975769"
2890,"645,6583181"
2891,"359,019129"
2892,"404,1913093"
2893,"398,8979479"
2894,"408,8824438"
2895,"419,2569385"
2896,"220,5382599"
2897,"249,0997503"
2898,"282,2359734"
2899,"319,4289812"
2900,"452,4525392"
2901,"406,1229413"
2902,"436,4040526"
2903,"363,8193057"
2904,"330,9366541"
2905,"366,4322135"
2906,"267,2704481"
2907,"414,9177122"
2908,"358,2752257"
2909,"272,473779"
2910,"452,3102619"
2911,"323,4263151"
2912,"452,284178"
2913,"297,4950474"
2914,"442,7687555"
2915,"445,1748597"
2916,"458,8228986"
2917,"343,5704248"
2918,"275,3593145"
2919,"403,1262686"
2920,"321,0102143"
2921,"427,4232418"
2922,"503,9093577"
2923,"465,6846543"
2924,"398,6138404"
2925,"310,7309105"
2926,"391,6974675"
2927,"435,7821979"
2928,"345,9138105"
2929,"471,823344"
2930,"547,6658949"
2931,"315,1372936"
2932,"511,8514369"
2933,"522,3454915"
2934,"365,848576"
2935,"220,284863"
2936,"429,6045823"
2937,"316,3449352"
2938,"565,945168"
2939,"418,3720134"
2940,"434,6776746"
2941,"423,9106127"
2942,"268,2691287"
2943,"495,2894349"
2944,"433,4614243"
2945,"319,668411"
2946,"337,7381539"
2947,"381,0278285"
2948,"252,8154882"
2949,"466,0085194"
2950,"272,4158037"
2951,"438,0741879"
2952,"329,9492746"
2953,"422,5125676"
2954,"380,9072858"
2955,"292,475675"
2956,"414,3263019"
2957,"313,5477676"
2958,"486,2943655"
2959,"387,4673692"
2960,"425,9728984"
2961,"473,4615581"
2962,"304,7969319"
2963,"473,4768647"
2964,"460,3331823"
2965,"487,1042272"
2966,"451,3056575"
2967,"331,7087969"
2968,"370,7145185"
2969,"426,3952408"
2970,"318,4701346"
2971,"317,8220522"
2972,"471,9859047"
2973,"295,002384"
2974,"605,9172715"
2975,"412,3733265"
2976,"379,6187578"
2977,"429,842065"
2978,"486,6811771"
2979,"518,1436734"
2980,"527,8326755"
2981,"379,0139676"
2982,"425,3756709"
2983,"446,0286208"
2984,"531,1759955"
2985,"388,3309"
2986,"558,7198484"
2987,"355,2713984"
2988,"542,4135912"
2989,"497,4506938"
2990,"268,120849"
2991,"305,4586455"
2992,"322,177569"
2993,"322,8486722"
2994,"399,1276105"
2995,"405,6472994"
2996,"375,1133476"
2997,"336,9184231"
2998,"345,2369091"
2999,"265,7020977"
3000,"503,2859399"
3001,"504,990498"
3002,"445,2080547"
3003,"390,7031431"
3004,"355,5802138"
3005,"312,5927827"
3006,"369,329844"
3007,"495,0320193"
3008,"359,1325775"
3009,"427,5633309"
3010,"559,1950974"
3011,"333,945608"
3012,"475,6003028"
3013,"454,0585076"
3014,"373,0561613"
3015,"359,0878405"
3016,"428,7533059"
3017,"363,7183283"
3018,"432,4392331"
3019,"584,3785789"
3020,"338,6424281"
3021,"470,16112"
3022,"272,1394244"
3023,"328,117666"
3024,"404,1143652"
3025,"400,8772785"
3026,"525,6809248"
3027,"437,2586718"
3028,"494,25157"
3029,"318,9220808"
3030,"453,8348355"
3031,"432,3603794"
3032,"606,887904"
3033,"362,9072977"
3034,"403,6839948"
3035,"388,2885217"
3036,"463,2938989"
3037,"389,7720026"
3038,"337,261894"
3039,"362,6415307"
3040,"456,2065779"
3041,"349,9597345"
3042,"252,4267509"
3043,"393,6220313"
3044,"335,2419918"
3045,"293,8603139"
3046,"461,2574789"
3047,"469,109144"
3048,"478,3478202"
3049,"278,9883142"
3050,"527,6242853"
3051,"320,9840008"
3052,"340,5216877"
3053,"381,6377447"
3054,"429,4867973"
3055,"422,0185343"
3056,"476,9934317"
3057,"495,511288"
3058,"378,129412"
3059,"402,348977"
3060,"433,0899247"
3061,"344,8152836"
3062,"386,5071285"
3063,"324,7523415"
3064,"570,4290104"
3065,"324,1331411"
3066,"398,1690275"
3067,"374,6487706"
3068,"470,0209113"
3069,"568,0132294"
3070,"407,7117602"
3071,"356,3999554"
3072,"413,263105"
3073,"433,8729778"
3074,"429,8889321"
3075,"401,2734534"
3076,"475,0263799"
3077,"456,7874688"
3078,"427,0238128"
3079,"403,1125651"
3080,"498,2004935"
3081,"506,3491173"
3082,"360,4868341"
3083,"532,3846898"
3084,"477,6568566"
3085,"328,5874923"
3086,"422,6995372"
3087,"375,99063"
3088,"372,4072049"
3089,"333,4968893"
3090,"440,8699649"
3091,"374,9607835"
3092,"461,4904369"
3093,"248,1717497"
3094,"365,218271"
3095,"305,2972227"
3096,"347,4302166"
3097,"327,6210426"
3098,"384,879382"
3099,"468,3061108"
3100,"350,9714885"
3101,"490,1593433"
3102,"349,8127222"
3103,"360,6218023"
3104,"417,5249849"
3105,"370,517128"
3106,"519,1460744"
3107,"306,5393501"
3108,"349,8018265"
3109,"361,519453"
3110,"572,4905944"
3111,"339,5895614"
3112,"352,3015678"
3113,"493,087089"
3114,"273,0918978"
3115,"434,9247709"
3116,"396,4662918"
3117,"444,6207547"
3118,"318,5852826"
3119,"245,6925071"
3120,"392,7140152"
3121,"581,7995011"
3122,"513,6653961"
3123,"533,096803"
3124,"259,5776852"
3125,"342,8074701"
3126,"265,90986"
3127,"397,8079686"
3128,"651,5193912"
3129,"409,9950696"
3130,"430,0800133"
3131,"375,807765"
3132,"451,8877191"
3133,"491,2770893"
3134,"549,9354092"
3135,"526,1457632"
3136,"436,2970922"
3137,"436,7272065"
3138,"522,5233375"
3139,"459,1271644"
3140,"337,0719307"
3141,"409,9493493"
3142,"365,5016188"
3143,"267,9545991"
3144,"313,2566588"
3145,"522,8808474"
3146,"292,0589258"
3147,"472,1740291"
3148,"293,6029249"
3149,"230,0756479"
3150,"326,1236039"
3151,"260,0012539"
3152,"485,3328989"
3153,"457,7075491"
3154,"441,7698728"
3155,"286,0351433"
3156,"416,163758"
3157,"361,3574138"
3158,"343,9812835"
3159,"479,5478169"
3160,"376,1069507"
3161,"257,1994592"
3162,"276,4953239"
3163,"472,4745815"
3164,"458,8187344"
3165,"452,9060851"
3166,"462,1981482"
3167,"332,5140045"
3168,"407,2827378"
3169,"369,9087538"
3170,"323,8953695"
3171,"327,0218257"
3172,"332,997814"
3173,"419,3108431"
3174,"425,0138417"
3175,"404,7855476"
3176,"394,248189"
3177,"301,0454143"
3178,"419,7079673"
3179,"309,6813005"
3180,"436,3067667"
3181,"429,4372317"
3182,"386,2938405"
3183,"337,4132569"
3184,"540,6165584"
3185,"459,7297269"
3186,"431,2983541"
3187,"532,9692601"
3188,"506,8792021"
3189,"525,7015387"
3190,"274,2990527"
3191,"515,2159115"
3192,"479,1737637"
3193,"243,2335346"
3194,"371,8716303"
3195,"441,9092587"
3196,"503,4635034"
3197,"217,4253941"
3198,"584,2776771"
3199,"458,0604454"
3200,"484,134186"
3201,"477,4410314"
3202,"316,6761942"
3203,"472,9891967"
3204,"305,7741557"
3205,"436,5056879"
3206,"230,4121822"
3207,"382,3324976"
3208,"398,61846"
3209,"395,2533239"
3210,"418,3198132"
3211,"418,5339078"
3212,"245,0463994"
3213,"368,6702461"
3214,"400,2882495"
3215,"340,3138516"
3216,"462,991056"
3217,"285,9074285"
3218,"419,3498693"
3219,"513,3653467"
3220,"480,6878198"
3221,"350,0323206"
3222,"285,8278777"
3223,"385,7149017"
3224,"327,0847024"
3225,"310,689165"
3226,"328,6875005"
3227,"399,408087"
3228,"431,0127899"
3229,"544,5390427"
3230,"425,6284939"
3231,"355,7586884"
3232,"381,1958882"
3233,"427,4918465"
3234,"411,3572343"
3235,"457,1690754"
3236,"408,1327428"
3237,"480,8770942"
3238,"330,4764084"
3239,"328,0088973"
3240,"347,0117605"
3241,"280,0921788"
3242,"318,109146"
3243,"250,0799666"
3244,"514,9446933"
3245,"458,690594"
3246,"439,9824741"
3247,"443,5586936"
3248,"414,0636332"
3249,"356,8846006"
3250,"496,381266"
3251,"469,7332865"
3252,"402,6825967"
3253,"463,4566557"
3254,"278,7370932"
3255,"474,9154782"
3256,"371,7977147"
3257,"234,4104827"
3258,"317,3910042"
3259,"503,7920867"
3260,"337,8934074"
3261,"302,6052457"
3262,"536,0538473"
3263,"374,5339563"
3264,"502,9607259"
3265,"467,0972076"
3266,"431,8323493"
3267,"510,5777562"
3268,"426,1966053"
3269,"525,7045308"
3270,"510,4438657"
3271,"295,4115268"
3272,"373,4050378"
3273,"598,1557647"
3274,"498,2670611"
3275,"371,9523194"
3276,"392,3327963"
3277,"281,7895667"
3278,"548,9501192"
3279,"462,6954497"
3280,"426,6889167"
3281,"386,6426906"
3282,"279,7700322"
3283,"341,0972638"
3284,"370,3740553"
3285,"452,8493992"
3286,"371,7919084"
3287,"400,8561415"
3288,"375,1741135"
3289,"450,6354732"
3290,"585,8407869"
3291,"320,8840202"
3292,"454,1838745"
3293,"378,2432105"
3294,"390,9817909"
3295,"311,8647756"
3296,"435,3282194"
3297,"437,5388836"
3298,"322,9339891"
3299,"526,6192955"
3300,"370,7880282"
3301,"439,2957191"
3302,"313,5139292"
3303,"544,3922974"
3304,"356,2400403"
3305,"299,1094273"
3306,"397,7818044"
3307,"394,5281486"
3308,"367,733359"
3309,"338,6215081"
3310,"275,1022245"
3311,"269,099429"
3312,"252,0319931"
3313,"400,82374"
3314,"556,5631418"
3315,"238,5466344"
3316,"336,1231507"
3317,"390,1171691"
3318,"477,0921885"
3319,"412,1526004"
3320,"468,3430966"
3321,"433,6573041"
3322,"279,9507286"
3323,"413,8110937"
3324,"431,0350008"
3325,"437,5822764"
3326,"352,1346596"
3327,"396,289116"
3328,"395,301205"
3329,"501,3929476"
3330,"426,4554142"
3331,"378,3897343"
3332,"458,2855574"
3333,"324,1904089"
3334,"528,7079136"
3335,"376,6597321"
3336,"435,3491573"
3337,"395,2988055"
3338,"431,6915081"
3339,"361,4973734"
3340,"376,4161368"
3341,"419,7059223"
3342,"375,8266208"
3343,"421,358221"
3344,"307,9467235"
3345,"338,3613702"
3346,"463,3457184"
3347,"410,0082408"
3348,"528,3379165"
3349,"509,5473604"
3350,"358,5544981"
3351,"535,4818181"
3352,"355,9663285"
3353,"312,7421019"
3354,"372,812098"
3355,"439,038403"
3356,"266,9694936"
3357,"369,4977059"
3358,"420,2501268"
3359,"463,836019"
3360,"395,179919"
3361,"429,3797693"
3362,"416,7628004"
3363,"480,7200991"
3364,"533,2528147"
3365,"477,6133187"
3366,"441,4982186"
3367,"297,4212828"
3368,"417,6374658"
3369,"439,9796899"
3370,"440,121781"
3371,"361,6045236"
3372,"439,81284"
3373,"454,2124431"
3374,"386,7314741"
3375,"488,85008"
3376,"503,6644181"
3377,"481,7247759"
3378,"479,5671669"
3379,"380,4817972"
3380,"522,5596229"
3381,"544,492695"
3382,"189,8686301"
3383,"517,9436476"
3384,"469,015798"
3385,"454,402719"
3386,"455,8042101"
3387,"596,4271446"
3388,"402,1597458"
3389,"366,2152274"
3390,"458,3421361"
3391,"382,5079198"
3392,"312,5549019"
3393,"411,0209931"
3394,"539,2112258"
3395,"398,8327332"
3396,"399,3830507"
3397,"409,4111038"
3398,"438,3640911"
3399,"433,6366586"
3400,"398,101683"
3401,"333,292065"
3402,"336,2915693"
3403,"446,7378084"
3404,"334,7811942"
3405,"428,5963954"
3406,"373,4102466"
3407,"400,1995424"
3408,"468,1812461"
3409,"486,463438"
3410,"314,3622375"
3411,"347,7074402"
3412,"265,0834168"
3413,"261,4989735"
3414,"484,7483646"
3415,"386,3552287"
3416,"299,8753585"
3417,"403,806483"
3418,"440,2509418"
3419,"300,2522233"
3420,"444,9430816"
3421,"375,5475553"
3422,"356,3248269"
3423,"348,7980938"
3424,"456,4018356"
3425,"541,6240496"
3426,"393,957885"
3427,"350,4031956"
3428,"359,6951938"
3429,"341,675208"
3430,"411,663889"
3431,"442,44234"
3432,"509,7147417"
3433,"495,5127801"
3434,"469,4174161"
3435,"376,5771069"
3436,"227,8554177"
3437,"325,9856854"
3438,"387,3390163"
3439,"286,6770537"
3440,"377,2877324"
3441,"446,6325964"
3442,"522,6020319"
3443,"391,6972586"
3444,"378,8252497"
3445,"436,4692596"
3446,"455,1362392"
3447,"429,0577891"
3448,"295,172207"
3449,"467,1782238"
3450,"456,1811287"
3451,"584,6489755"
3452,"291,7456295"
3453,"184,7853119"
3454,"473,052805"
3455,"449,685584"
3456,"415,3968884"
3457,"491,7916834"
3458,"503,1930403"
3459,"441,4314184"
3460,"373,4544693"
3461,"238,1036401"
3462,"355,7174025"
3463,"286,1432328"
3464,"363,5929564"
3465,"477,6644755"
3466,"455,412716"
3467,"393,5852598"
3468,"457,5257786"
3469,"603,4430353"
3470,"408,8701521"
3471,"361,4311678"
3472,"425,3339732"
3473,"357,6179893"
3474,"435,530298"
3475,"323,5816597"
3476,"392,2538991"
3477,"383,0256538"
3478,"529,1949274"
3479,"352,2081381"
3480,"264,7401475"
3481,"445,800939"
3482,"319,6996959"
3483,"392,5845943"
3484,"380,6331941"
3485,"386,9690213"
3486,"420,1390987"
3487,"504,4634173"
3488,"361,5466145"
3489,"574,9826847"
3490,"316,0552795"
3491,"404,3866356"
3492,"407,3688318"
3493,"377,2451896"
3494,"312,7865471"
3495,"327,6903028"
3496,"257,7158772"
3497,"450,0591421"
3498,"420,7978883"
3499,"408,8272395"
3500,"338,9215479"
3501,"435,1679248"
3502,"470,6231812"
3503,"325,1742138"
3504,"377,8887069"
3505,"475,5128613"
3506,"242,0673937"
3507,"441,0448973"
3508,"393,6619282"
3509,"433,305133"
3510,"310,6990469"
3511,"442,8180388"
3512,"424,8070599"
3513,"300,6615764"
3514,"436,322599"
3515,"407,400077"
3516,"405,1306712"
3517,"297,4630395"
3518,"383,205391"
3519,"345,6558483"
3520,"461,5437717"
3521,"347,0831563"
3522,"562,1677173"
3523,"579,2609584"
3524,"470,0070012"
3525,"467,133914"
3526,"345,1255021"
3527,"311,423787"
3528,"268,0434942"
3529,"487,4800962"
3530,"294,5885894"
3531,"309,6296083"
3532,"398,5163326"
3533,"353,251898"
3534,"421,5755489"
3535,"412,3765333"
3536,"464,6968383"
3537,"413,5622444"
3538,"394,8974253"
3539,"460,2184899"
3540,"357,495576"
3541,"557,1710746"
3542,"287,1487142"
3543,"207,5862304"
3544,"357,2748573"
3545,"412,5673784"
3546,"553,4431382"
3547,"389,739888"
3548,"277,6451186"
3549,"462,4861791"
3550,"493,3863532"
3551,"395,193138"
3552,"382,0811073"
3553,"377,3908127"
3554,"361,4290393"
3555,"361,1844222"
3556,"417,6070118"
3557,"308,6642859"
3558,"404,8498098"
3559,"419,1282115"
3560,"499,5961602"
3561,"433,0424192"
3562,"359,5040751"
3563,"394,9818422"
3564,"377,1073836"
3565,"385,0792556"
3566,"359,2295548"
3567,"384,2879347"
3568,"457,2924619"
3569,"386,569276"
3570,"551,0154588"
3571,"419,4644394"
3572,"418,2080291"
3573,"417,0598989"
3574,"499,6766025"
3575,"377,5683429"
3576,"503,1202793"
3577,"393,7009519"
3578,"303,6085545"
3579,"531,5851607"
3580,"406,7113936"
3581,"334,3423995"
3582,"318,3964315"
3583,"408,6742398"
3584,"344,9747764"
3585,"419,087384"
3586,"496,8577981"
3587,"439,2321456"
3588,"470,5654168"
3589,"308,8850145"
3590,"470,2999105"
3591,"432,7597818"
3592,"472,8247815"
3593,"472,7673723"
3594,"369,094243"
3595,"373,7671919"
3596,"308,5369198"
3597,"487,9056066"
3598,"529,1871568"
3599,"389,0938392"
3600,"382,0061037"
3601,"330,206818"
3602,"341,4312846"
3603,"483,9306169"
3604,"223,6741093"
3605,"380,368032"
3606,"435,4118903"
3607,"370,3925582"
3608,"677,0038525"
3609,"469,6159118"
3610,"585,9364456"
3611,"499,14945"
3612,"443,8247708"
3613,"314,4041944"
3614,"456,5636149"
3615,"396,8127942"
3616,"559,8845484"
3617,"236,9644838"
3618,"392,3521736"
3619,"398,2569826"
3620,"352,9162331"
3621,"454,9735052"
3622,"462,8429264"
3623,"412,3377562"
3624,"354,7580934"
3625,"449,7529555"
3626,"472,7352909"
3627,"414,444662"
3628,"440,2505649"
3629,"491,7824866"
3630,"463,2130847"
3631,"329,1550288"
3632,"397,8923248"
3633,"359,5146301"
3634,"366,1752109"
3635,"399,8590638"
3636,"394,0415062"
3637,"387,237096"
3638,"471,8172222"
3639,"292,0967039"
3640,"354,3384736"
3641,"374,1216194"
3642,"416,9106113"
3643,"457,4958126"
3644,"380,0282911"
3645,"308,8816444"
3646,"455,9635007"
3647,"476,9660745"
3648,"424,0311051"
3649,"434,5146273"
3650,"315,3884697"
3651,"461,3618085"
3652,"423,9963352"
3653,"460,3874088"
3654,"427,317123"
3655,"605,3084224"
3656,"390,7936071"
3657,"492,3886657"
3658,"276,9826372"
3659,"379,5514423"
3660,"399,7015398"
3661,"543,0922311"
3662,"476,3125347"
3663,"528,9307489"
3664,"318,8770618"
3665,"425,2901141"
3666,"433,639982"
3667,"412,4743486"
3668,"358,7962181"
3669,"267,9726453"
3670,"497,6214973"
3671,"487,5317297"
3672,"447,711497"
3673,"438,4636193"
3674,"504,2118823"
3675,"231,2642207"
3676,"439,1752409"
3677,"427,0952774"
3678,"444,8724054"
3679,"260,2203757"
3680,"342,6987197"
3681,"367,6078389"
3682,"420,8663416"
3683,"445,7088246"
3684,"374,9235782"
3685,"279,8284387"
3686,"301,8741697"
3687,"353,7867175"
3688,"366,961468"
3689,"466,9001069"
3690,"447,4370914"
3691,"327,6177775"
3692,"389,4032884"
3693,"518,9233389"
3694,"466,3097302"
3695,"394,9539139"
3696,"434,1564782"
3697,"512,7194224"
3698,"363,9441319"
3699,"440,0754018"
3700,"397,6982277"
3701,"509,2420993"
3702,"314,0923153"
3703,"338,7987639"
3704,"386,1437807"
3705,"395,0768671"
3706,"490,5431372"
3707,"490,0949065"
3708,"309,0979698"
3709,"446,7898163"
3710,"312,007205"
3711,"409,0492569"
3712,"333,5581811"
3713,"425,1243462"
3714,"375,5409946"
3715,"429,3033256"
3716,"427,1386013"
3717,"384,70203"
3718,"411,9100408"
3719,"426,3616272"
3720,"522,7981589"
3721,"345,9536323"
3722,"476,8527165"
3723,"605,0955052"
3724,"397,0878002"
3725,"462,8699278"
3726,"457,0896493"
3727,"431,3711009"
3728,"382,8159154"
3729,"534,3614262"
3730,"310,1855436"
3731,"499,6831131"
3732,"248,6853212"
3733,"293,696046"
3734,"325,26779"
3735,"440,5975351"
3736,"334,7307943"
3737,"214,886202"
3738,"514,2148827"
3739,"356,0356221"
3740,"362,064574"
3741,"398,1670101"
3742,"453,7967136"
3743,"241,5412657"
3744,"317,3665402"
3745,"374,303108"
3746,"316,191339"
3747,"637,0563745"
3748,"359,5242538"
3749,"409,4916298"
3750,"408,2399549"
3751,"423,6705921"
3752,"356,3889752"
3753,"381,0780015"
3754,"496,4487796"
3755,"306,220534"
3756,"518,1770537"
3757,"441,2778141"
3758,"404,9438971"
3759,"243,2943186"
3760,"406,3207226"
3761,"302,938107"
3762,"492,9231095"
3763,"350,1903317"
3764,"508,9464859"
3765,"461,7717189"
3766,"317,4520798"
3767,"299,8206582"
3768,"439,2382344"
3769,"371,0471321"
3770,"435,9553415"
3771,"415,2392325"
3772,"461,2450654"
3773,"360,5828033"
3774,"382,8623014"
3775,"441,2707348"
3776,"309,1403475"
3777,"374,234772"
3778,"399,3987138"
3779,"436,0037264"
3780,"426,4055938"
3781,"467,2985902"
3782,"365,5921163"
3783,"509,6328815"
3784,"477,4594967"
3785,"546,1834415"
3786,"311,9628208"
3787,"173,3121092"
3788,"357,5529745"
3789,"330,5701485"
3790,"455,1961707"
3791,"332,5860815"
3792,"554,2084803"
3793,"469,7113204"
3794,"482,2648816"
3795,"498,8009191"
3796,"463,2812152"
3797,"359,5169699"
3798,"423,1969188"
3799,"363,3733488"
3800,"536,7970553"
3801,"323,9283413"
3802,"322,078573"
3803,"540,9107929"
3804,"435,2498479"
3805,"423,1113738"
3806,"403,6978251"
3807,"329,2211075"
3808,"401,3628815"
3809,"340,396303"
3810,"440,5077602"
3811,"338,8991877"
3812,"466,0511754"
3813,"375,0067814"
3814,"479,4150603"
3815,"429,105034"
3816,"348,5264611"
3817,"358,0333936"
3818,"406,0465876"
3819,"308,185605"
3820,"347,5918414"
3821,"375,5230254"
3822,"329,0962776"
3823,"448,6808978"
3824,"383,3163261"
3825,"375,4995201"
3826,"411,2274071"
3827,"450,7473422"
3828,"471,9930146"
3829,"160,1645671"
3830,"403,5045554"
3831,"422,8274659"
3832,"370,5123107"
3833,"324,3873899"
3834,"378,1064006"
3835,"282,7427486"
3836,"446,5422411"
3837,"437,6216294"
3838,"494,9216606"
3839,"327,3930192"
3840,"389,9470989"
3841,"283,8640158"
3842,"436,556597"
3843,"369,4436372"
3844,"365,7623922"
3845,"363,6434563"
3846,"279,1685173"
3847,"387,4951093"
3848,"492,9515722"
3849,"355,1145632"
3850,"425,1972988"
3851,"536,0183197"
3852,"412,3064544"
3853,"388,4660844"
3854,"383,2380148"
3855,"396,7149999"
3856,"434,8610792"
3857,"323,8808141"
3858,"363,8785047"
3859,"316,8552531"
3860,"432,4808643"
3861,"493,9483654"
3862,"346,4607885"
3863,"352,1308838"
3864,"531,8874983"
3865,"470,7097471"
3866,"312,2622945"
3867,"478,3962055"
3868,"254,7942388"
3869,"324,1203243"
3870,"322,8803116"
3871,"312,7149108"
3872,"457,3858813"
3873,"401,2847767"
3874,"512,9457439"
3875,"413,0346945"
3876,"373,3506917"
3877,"405,6072382"
3878,"432,5573426"
3879,"341,0282213"
3880,"434,0177403"
3881,"380,9689425"
3882,"201,4383053"
3883,"410,3977885"
3884,"355,6403681"
3885,"232,0603784"
3886,"496,9267051"
3887,"358,1520751"
3888,"297,3931662"
3889,"239,24852"
3890,"478,2458309"
3891,"437,4810444"
