,Partícula,Sensor
2501,ausente,nao detectou
2502,ausente,nao detectou
2503,ausente,detectou
2504,ausente,nao detectou
2505,ausente,nao detectou
2506,ausente,detectou
2507,ausente,nao detectou
2508,ausente,nao detectou
2509,ausente,nao detectou
2510,presente,nao detectou
2511,ausente,nao detectou
2512,ausente,nao detectou
2513,ausente,nao detectou
2514,ausente,nao detectou
2515,ausente,nao detectou
2516,ausente,nao detectou
2517,presente,nao detectou
2518,ausente,nao detectou
2519,presente,detectou
2520,ausente,nao detectou
2521,presente,detectou
2522,presente,nao detectou
2523,ausente,nao detectou
2524,presente,detectou
2525,ausente,nao detectou
2526,ausente,nao detectou
2527,ausente,nao detectou
2528,ausente,nao detectou
2529,presente,detectou
2530,ausente,nao detectou
2531,presente,nao detectou
2532,ausente,nao detectou
2533,ausente,nao detectou
2534,ausente,detectou
2535,presente,nao detectou
2536,ausente,detectou
2537,ausente,nao detectou
2538,ausente,nao detectou
2539,ausente,detectou
2540,ausente,nao detectou
2541,ausente,nao detectou
2542,ausente,nao detectou
2543,ausente,nao detectou
2544,presente,detectou
2545,presente,detectou
2546,presente,detectou
2547,ausente,nao detectou
2548,ausente,nao detectou
2549,ausente,detectou
2550,ausente,nao detectou
2551,presente,nao detectou
2552,presente,detectou
2553,ausente,nao detectou
2554,ausente,nao detectou
2555,ausente,nao detectou
2556,presente,detectou
2557,presente,nao detectou
2558,ausente,detectou
2559,ausente,nao detectou
2560,ausente,nao detectou
2561,ausente,nao detectou
2562,presente,detectou
2563,ausente,nao detectou
2564,ausente,detectou
2565,ausente,nao detectou
2566,ausente,nao detectou
2567,presente,detectou
2568,ausente,nao detectou
2569,ausente,nao detectou
2570,presente,nao detectou
2571,ausente,nao detectou
2572,presente,nao detectou
2573,ausente,detectou
2574,ausente,nao detectou
2575,ausente,nao detectou
2576,ausente,nao detectou
2577,ausente,detectou
2578,ausente,nao detectou
2579,presente,nao detectou
2580,ausente,nao detectou
2581,ausente,nao detectou
2582,presente,detectou
2583,ausente,nao detectou
2584,ausente,nao detectou
2585,presente,nao detectou
2586,ausente,nao detectou
2587,ausente,detectou
2588,presente,nao detectou
2589,ausente,nao detectou
2590,ausente,nao detectou
2591,ausente,nao detectou
2592,ausente,nao detectou
2593,ausente,nao detectou
2594,ausente,detectou
2595,ausente,nao detectou
2596,presente,detectou
2597,ausente,nao detectou
2598,presente,nao detectou
2599,ausente,nao detectou
2600,ausente,detectou
2601,ausente,nao detectou
2602,ausente,nao detectou
2603,ausente,detectou
2604,ausente,nao detectou
2605,ausente,nao detectou
2606,ausente,nao detectou
2607,ausente,nao detectou
2608,ausente,nao detectou
2609,ausente,nao detectou
2610,ausente,detectou
2611,ausente,nao detectou
2612,presente,detectou
2613,ausente,nao detectou
2614,ausente,detectou
2615,ausente,detectou
2616,ausente,nao detectou
2617,presente,nao detectou
2618,ausente,nao detectou
2619,presente,nao detectou
2620,ausente,nao detectou
2621,presente,detectou
2622,ausente,nao detectou
2623,ausente,nao detectou
2624,ausente,nao detectou
2625,ausente,nao detectou
2626,ausente,nao detectou
2627,ausente,nao detectou
2628,ausente,nao detectou
2629,presente,detectou
2630,presente,nao detectou
2631,ausente,nao detectou
2632,presente,nao detectou
2633,ausente,nao detectou
2634,ausente,nao detectou
2635,ausente,nao detectou
2636,presente,detectou
2637,ausente,nao detectou
2638,ausente,nao detectou
2639,ausente,nao detectou
2640,ausente,nao detectou
2641,ausente,nao detectou
2642,ausente,nao detectou
2643,presente,detectou
2644,ausente,nao detectou
2645,ausente,nao detectou
2646,ausente,nao detectou
2647,ausente,nao detectou
2648,presente,detectou
2649,ausente,nao detectou
2650,ausente,nao detectou
2651,ausente,nao detectou
2652,presente,detectou
2653,ausente,nao detectou
2654,ausente,nao detectou
2655,ausente,nao detectou
2656,presente,nao detectou
2657,ausente,nao detectou
2658,ausente,detectou
2659,ausente,nao detectou
2660,ausente,nao detectou
2661,ausente,detectou
2662,ausente,nao detectou
2663,ausente,nao detectou
2664,ausente,detectou
2665,presente,nao detectou
2666,ausente,nao detectou
2667,presente,detectou
2668,ausente,nao detectou
2669,ausente,detectou
2670,ausente,detectou
2671,ausente,nao detectou
2672,ausente,nao detectou
2673,ausente,detectou
2674,ausente,nao detectou
2675,presente,detectou
2676,ausente,nao detectou
2677,ausente,nao detectou
2678,ausente,detectou
2679,ausente,nao detectou
2680,ausente,nao detectou
2681,ausente,nao detectou
2682,ausente,nao detectou
2683,presente,nao detectou
2684,presente,nao detectou
2685,ausente,nao detectou
2686,ausente,detectou
2687,presente,nao detectou
2688,ausente,nao detectou
2689,ausente,nao detectou
2690,ausente,nao detectou
2691,ausente,nao detectou
2692,ausente,nao detectou
2693,ausente,nao detectou
2694,ausente,nao detectou
2695,ausente,nao detectou
2696,ausente,nao detectou
2697,ausente,detectou
2698,ausente,nao detectou
2699,ausente,nao detectou
2700,ausente,detectou
2701,ausente,nao detectou
2702,ausente,nao detectou
2703,ausente,nao detectou
2704,ausente,nao detectou
2705,presente,nao detectou
2706,ausente,nao detectou
2707,ausente,nao detectou
2708,ausente,nao detectou
2709,ausente,detectou
2710,ausente,nao detectou
2711,ausente,nao detectou
2712,ausente,detectou
2713,presente,detectou
2714,ausente,detectou
2715,presente,detectou
2716,ausente,detectou
2717,ausente,nao detectou
2718,ausente,nao detectou
2719,presente,detectou
2720,ausente,nao detectou
2721,ausente,detectou
2722,presente,detectou
2723,ausente,nao detectou
2724,ausente,nao detectou
2725,ausente,nao detectou
2726,ausente,nao detectou
2727,presente,detectou
2728,ausente,detectou
2729,presente,detectou
2730,ausente,nao detectou
2731,ausente,detectou
2732,presente,nao detectou
2733,ausente,detectou
2734,ausente,nao detectou
2735,presente,detectou
2736,ausente,detectou
2737,ausente,nao detectou
2738,presente,detectou
2739,ausente,nao detectou
2740,ausente,nao detectou
2741,ausente,nao detectou
2742,ausente,nao detectou
2743,ausente,nao detectou
2744,ausente,nao detectou
2745,ausente,nao detectou
2746,ausente,nao detectou
2747,presente,nao detectou
2748,ausente,nao detectou
2749,ausente,nao detectou
2750,ausente,detectou
2751,presente,detectou
2752,ausente,detectou
2753,ausente,nao detectou
2754,ausente,nao detectou
2755,ausente,nao detectou
2756,ausente,nao detectou
2757,ausente,nao detectou
2758,ausente,nao detectou
2759,ausente,nao detectou
2760,ausente,nao detectou
2761,ausente,nao detectou
2762,ausente,nao detectou
2763,presente,detectou
2764,ausente,nao detectou
2765,ausente,nao detectou
2766,ausente,nao detectou
2767,ausente,detectou
2768,ausente,nao detectou
2769,presente,detectou
2770,ausente,nao detectou
2771,ausente,nao detectou
2772,ausente,nao detectou
2773,presente,detectou
2774,presente,detectou
2775,presente,detectou
2776,ausente,nao detectou
2777,ausente,nao detectou
2778,ausente,nao detectou
2779,presente,detectou
2780,ausente,nao detectou
2781,ausente,detectou
2782,ausente,nao detectou
2783,ausente,nao detectou
2784,ausente,nao detectou
2785,ausente,nao detectou
2786,ausente,nao detectou
2787,ausente,nao detectou
2788,ausente,nao detectou
2789,presente,detectou
2790,ausente,nao detectou
2791,ausente,nao detectou
2792,ausente,nao detectou
2793,ausente,nao detectou
2794,ausente,nao detectou
2795,ausente,nao detectou
2796,ausente,detectou
2797,ausente,nao detectou
2798,ausente,nao detectou
2799,ausente,nao detectou
2800,ausente,nao detectou
2801,presente,nao detectou
2802,ausente,nao detectou
2803,ausente,nao detectou
2804,ausente,nao detectou
2805,ausente,nao detectou
2806,presente,detectou
2807,ausente,nao detectou
2808,ausente,nao detectou
2809,ausente,nao detectou
2810,ausente,nao detectou
2811,ausente,nao detectou
2812,ausente,detectou
2813,presente,nao detectou
2814,presente,detectou
2815,presente,nao detectou
2816,ausente,nao detectou
2817,ausente,nao detectou
2818,ausente,nao detectou
2819,ausente,nao detectou
2820,ausente,nao detectou
2821,ausente,detectou
2822,presente,detectou
2823,ausente,nao detectou
2824,ausente,nao detectou
2825,presente,nao detectou
2826,presente,nao detectou
2827,ausente,detectou
2828,ausente,nao detectou
2829,ausente,nao detectou
2830,ausente,nao detectou
2831,ausente,detectou
2832,ausente,nao detectou
2833,ausente,nao detectou
2834,ausente,nao detectou
2835,ausente,nao detectou
2836,ausente,nao detectou
2837,ausente,nao detectou
2838,ausente,nao detectou
2839,ausente,nao detectou
2840,presente,nao detectou
2841,presente,nao detectou
2842,ausente,detectou
2843,ausente,nao detectou
2844,ausente,detectou
2845,presente,detectou
2846,presente,detectou
2847,ausente,nao detectou
2848,presente,nao detectou
2849,ausente,detectou
2850,ausente,nao detectou
2851,ausente,nao detectou
2852,ausente,nao detectou
2853,ausente,nao detectou
2854,ausente,nao detectou
2855,ausente,detectou
2856,ausente,nao detectou
2857,ausente,nao detectou
2858,presente,nao detectou
2859,presente,detectou
2860,ausente,detectou
2861,ausente,nao detectou
2862,presente,detectou
2863,ausente,detectou
2864,presente,nao detectou
2865,ausente,nao detectou
2866,ausente,nao detectou
2867,ausente,nao detectou
2868,presente,detectou
2869,presente,detectou
2870,ausente,detectou
2871,ausente,nao detectou
2872,ausente,nao detectou
2873,presente,nao detectou
2874,ausente,nao detectou
2875,ausente,nao detectou
2876,ausente,nao detectou
2877,ausente,nao detectou
2878,ausente,nao detectou
2879,ausente,nao detectou
2880,ausente,nao detectou
2881,ausente,nao detectou
2882,ausente,nao detectou
2883,ausente,nao detectou
2884,ausente,nao detectou
2885,ausente,nao detectou
2886,ausente,nao detectou
2887,ausente,nao detectou
2888,ausente,nao detectou
2889,presente,detectou
2890,ausente,nao detectou
2891,ausente,nao detectou
2892,ausente,nao detectou
2893,ausente,nao detectou
2894,presente,detectou
2895,ausente,detectou
2896,ausente,nao detectou
2897,ausente,nao detectou
2898,presente,detectou
2899,ausente,nao detectou
2900,ausente,nao detectou
2901,presente,nao detectou
2902,ausente,detectou
2903,ausente,nao detectou
2904,ausente,nao detectou
2905,presente,detectou
2906,ausente,nao detectou
2907,ausente,nao detectou
2908,ausente,detectou
2909,ausente,nao detectou
2910,presente,nao detectou
2911,ausente,nao detectou
2912,ausente,nao detectou
2913,ausente,detectou
2914,ausente,nao detectou
2915,presente,nao detectou
2916,ausente,nao detectou
2917,presente,nao detectou
2918,ausente,nao detectou
2919,presente,detectou
2920,ausente,nao detectou
2921,ausente,nao detectou
2922,ausente,detectou
2923,ausente,nao detectou
2924,ausente,nao detectou
2925,ausente,nao detectou
2926,presente,nao detectou
2927,ausente,nao detectou
2928,presente,detectou
2929,presente,nao detectou
2930,ausente,detectou
2931,ausente,nao detectou
2932,ausente,nao detectou
2933,ausente,nao detectou
2934,ausente,nao detectou
2935,presente,detectou
2936,presente,nao detectou
2937,ausente,nao detectou
2938,ausente,nao detectou
2939,presente,detectou
2940,ausente,nao detectou
2941,ausente,nao detectou
2942,ausente,nao detectou
2943,ausente,nao detectou
2944,ausente,nao detectou
2945,presente,nao detectou
2946,ausente,nao detectou
2947,ausente,nao detectou
2948,ausente,nao detectou
2949,presente,nao detectou
2950,ausente,nao detectou
2951,ausente,detectou
2952,ausente,nao detectou
2953,ausente,nao detectou
2954,ausente,nao detectou
2955,ausente,nao detectou
2956,presente,nao detectou
2957,ausente,nao detectou
2958,ausente,nao detectou
2959,ausente,nao detectou
2960,presente,detectou
2961,ausente,nao detectou
2962,presente,detectou
2963,presente,detectou
2964,ausente,nao detectou
2965,ausente,nao detectou
2966,ausente,nao detectou
2967,ausente,detectou
2968,ausente,nao detectou
2969,ausente,nao detectou
2970,ausente,nao detectou
2971,presente,nao detectou
2972,presente,nao detectou
2973,ausente,nao detectou
2974,presente,detectou
2975,presente,detectou
2976,ausente,nao detectou
2977,ausente,nao detectou
2978,ausente,nao detectou
2979,ausente,detectou
2980,ausente,detectou
2981,ausente,detectou
2982,ausente,nao detectou
2983,ausente,detectou
2984,ausente,nao detectou
2985,ausente,detectou
2986,presente,nao detectou
2987,ausente,detectou
2988,ausente,nao detectou
2989,ausente,nao detectou
2990,ausente,detectou
2991,presente,nao detectou
2992,ausente,nao detectou
2993,ausente,nao detectou
2994,presente,detectou
2995,ausente,nao detectou
2996,ausente,nao detectou
2997,ausente,nao detectou
2998,ausente,nao detectou
2999,presente,nao detectou
3000,ausente,detectou
3001,ausente,nao detectou
3002,ausente,nao detectou
3003,ausente,detectou
3004,ausente,nao detectou
3005,ausente,nao detectou
3006,ausente,nao detectou
3007,ausente,detectou
3008,ausente,detectou
3009,presente,detectou
3010,ausente,nao detectou
3011,ausente,nao detectou
3012,ausente,nao detectou
3013,presente,nao detectou
3014,presente,nao detectou
3015,ausente,nao detectou
3016,ausente,nao detectou
3017,ausente,nao detectou
3018,ausente,nao detectou
3019,ausente,nao detectou
3020,presente,detectou
3021,presente,nao detectou
3022,ausente,nao detectou
3023,presente,nao detectou
3024,ausente,nao detectou
3025,ausente,nao detectou
3026,ausente,nao detectou
3027,ausente,nao detectou
3028,presente,detectou
3029,ausente,nao detectou
3030,ausente,detectou
3031,ausente,nao detectou
3032,presente,nao detectou
3033,ausente,nao detectou
3034,ausente,nao detectou
3035,ausente,nao detectou
3036,presente,nao detectou
3037,ausente,nao detectou
3038,presente,detectou
3039,ausente,nao detectou
3040,presente,nao detectou
3041,ausente,nao detectou
3042,ausente,detectou
3043,ausente,nao detectou
3044,ausente,nao detectou
3045,ausente,nao detectou
3046,presente,detectou
3047,ausente,nao detectou
3048,ausente,nao detectou
3049,ausente,nao detectou
3050,ausente,nao detectou
3051,ausente,nao detectou
3052,ausente,nao detectou
3053,ausente,nao detectou
3054,ausente,nao detectou
3055,presente,nao detectou
3056,ausente,nao detectou
3057,ausente,nao detectou
3058,ausente,nao detectou
3059,ausente,nao detectou
3060,ausente,nao detectou
3061,presente,detectou
3062,presente,detectou
3063,ausente,nao detectou
3064,ausente,nao detectou
3065,ausente,detectou
3066,ausente,nao detectou
3067,ausente,detectou
3068,ausente,nao detectou
3069,ausente,nao detectou
3070,ausente,detectou
3071,ausente,nao detectou
3072,ausente,detectou
3073,ausente,nao detectou
3074,ausente,nao detectou
3075,ausente,nao detectou
3076,ausente,nao detectou
3077,presente,nao detectou
3078,presente,nao detectou
3079,ausente,nao detectou
3080,presente,nao detectou
3081,ausente,nao detectou
3082,ausente,nao detectou
3083,ausente,nao detectou
3084,ausente,nao detectou
3085,presente,detectou
3086,ausente,nao detectou
3087,ausente,nao detectou
3088,ausente,nao detectou
3089,ausente,nao detectou
3090,ausente,nao detectou
3091,ausente,nao detectou
3092,ausente,nao detectou
3093,ausente,nao detectou
3094,ausente,detectou
3095,presente,nao detectou
3096,ausente,nao detectou
3097,ausente,nao detectou
3098,ausente,detectou
3099,presente,detectou
3100,ausente,nao detectou
3101,ausente,nao detectou
3102,ausente,nao detectou
3103,ausente,nao detectou
3104,ausente,nao detectou
3105,presente,nao detectou
3106,ausente,nao detectou
3107,ausente,nao detectou
3108,ausente,nao detectou
3109,ausente,nao detectou
3110,presente,detectou
3111,ausente,nao detectou
3112,ausente,nao detectou
3113,ausente,nao detectou
3114,ausente,nao detectou
3115,ausente,nao detectou
3116,presente,detectou
3117,ausente,nao detectou
3118,ausente,nao detectou
3119,presente,nao detectou
3120,presente,nao detectou
3121,ausente,nao detectou
3122,presente,detectou
3123,ausente,nao detectou
3124,ausente,nao detectou
3125,presente,detectou
3126,ausente,nao detectou
3127,ausente,nao detectou
3128,ausente,nao detectou
3129,ausente,nao detectou
3130,presente,nao detectou
3131,ausente,nao detectou
3132,ausente,nao detectou
3133,ausente,nao detectou
3134,ausente,nao detectou
3135,ausente,nao detectou
3136,ausente,nao detectou
3137,ausente,nao detectou
3138,ausente,detectou
3139,presente,nao detectou
3140,ausente,nao detectou
3141,ausente,nao detectou
3142,ausente,nao detectou
3143,ausente,nao detectou
3144,ausente,nao detectou
3145,ausente,nao detectou
3146,ausente,detectou
3147,presente,detectou
3148,ausente,nao detectou
3149,ausente,nao detectou
3150,presente,nao detectou
3151,ausente,detectou
3152,presente,detectou
3153,ausente,nao detectou
3154,presente,nao detectou
3155,ausente,nao detectou
3156,ausente,nao detectou
3157,presente,detectou
3158,ausente,detectou
3159,ausente,nao detectou
3160,presente,nao detectou
3161,ausente,nao detectou
3162,ausente,nao detectou
3163,presente,detectou
3164,ausente,nao detectou
3165,ausente,nao detectou
3166,ausente,nao detectou
3167,ausente,nao detectou
3168,ausente,nao detectou
3169,ausente,nao detectou
3170,presente,detectou
3171,presente,detectou
3172,ausente,nao detectou
3173,ausente,nao detectou
3174,presente,detectou
3175,ausente,nao detectou
3176,ausente,detectou
3177,ausente,nao detectou
3178,ausente,nao detectou
3179,presente,detectou
3180,ausente,nao detectou
3181,ausente,nao detectou
3182,ausente,nao detectou
3183,presente,detectou
3184,presente,detectou
3185,ausente,nao detectou
3186,ausente,nao detectou
3187,ausente,detectou
3188,ausente,nao detectou
3189,ausente,nao detectou
3190,ausente,detectou
3191,ausente,detectou
3192,presente,detectou
3193,ausente,nao detectou
3194,ausente,nao detectou
3195,ausente,nao detectou
3196,ausente,nao detectou
3197,ausente,nao detectou
3198,ausente,nao detectou
3199,presente,detectou
3200,presente,detectou
3201,ausente,nao detectou
3202,ausente,detectou
3203,ausente,detectou
3204,ausente,nao detectou
3205,ausente,nao detectou
3206,ausente,nao detectou
3207,ausente,nao detectou
3208,ausente,nao detectou
3209,ausente,nao detectou
3210,presente,detectou
3211,ausente,detectou
3212,ausente,nao detectou
3213,ausente,detectou
3214,ausente,detectou
3215,ausente,nao detectou
3216,ausente,nao detectou
3217,ausente,nao detectou
3218,presente,detectou
3219,presente,detectou
3220,ausente,detectou
3221,presente,nao detectou
3222,ausente,nao detectou
3223,ausente,nao detectou
3224,presente,detectou
3225,ausente,nao detectou
3226,ausente,nao detectou
3227,presente,detectou
3228,ausente,nao detectou
3229,ausente,nao detectou
3230,ausente,nao detectou
3231,ausente,detectou
3232,presente,nao detectou
3233,presente,nao detectou
3234,ausente,nao detectou
3235,ausente,nao detectou
3236,ausente,nao detectou
3237,ausente,nao detectou
3238,ausente,nao detectou
3239,ausente,nao detectou
3240,ausente,nao detectou
3241,ausente,nao detectou
3242,presente,nao detectou
3243,ausente,detectou
3244,ausente,nao detectou
3245,ausente,nao detectou
3246,ausente,nao detectou
3247,ausente,nao detectou
3248,ausente,nao detectou
3249,ausente,nao detectou
3250,ausente,nao detectou
3251,ausente,nao detectou
3252,presente,detectou
3253,presente,detectou
3254,ausente,nao detectou
3255,ausente,nao detectou
3256,ausente,nao detectou
3257,ausente,nao detectou
3258,ausente,nao detectou
3259,ausente,nao detectou
3260,ausente,detectou
3261,presente,detectou
3262,ausente,nao detectou
3263,presente,detectou
3264,presente,detectou
3265,presente,detectou
3266,ausente,nao detectou
3267,ausente,detectou
3268,ausente,nao detectou
3269,ausente,nao detectou
3270,ausente,nao detectou
3271,ausente,detectou
3272,ausente,detectou
3273,ausente,detectou
3274,ausente,nao detectou
3275,presente,nao detectou
3276,ausente,nao detectou
3277,presente,detectou
3278,ausente,nao detectou
3279,presente,nao detectou
3280,ausente,nao detectou
3281,ausente,nao detectou
3282,ausente,nao detectou
3283,ausente,nao detectou
3284,ausente,detectou
3285,presente,detectou
3286,ausente,nao detectou
3287,ausente,nao detectou
3288,ausente,nao detectou
3289,ausente,nao detectou
3290,ausente,nao detectou
3291,ausente,nao detectou
3292,presente,nao detectou
3293,ausente,detectou
3294,ausente,nao detectou
3295,ausente,nao detectou
3296,ausente,nao detectou
3297,presente,detectou
3298,ausente,nao detectou
3299,ausente,nao detectou
3300,ausente,nao detectou
3301,presente,detectou
3302,ausente,nao detectou
3303,ausente,nao detectou
3304,presente,nao detectou
3305,presente,nao detectou
3306,presente,detectou
3307,presente,nao detectou
3308,ausente,nao detectou
3309,ausente,nao detectou
3310,presente,detectou
3311,ausente,nao detectou
3312,ausente,nao detectou
3313,presente,detectou
3314,ausente,detectou
3315,presente,nao detectou
3316,ausente,nao detectou
3317,ausente,detectou
3318,ausente,nao detectou
3319,ausente,nao detectou
3320,ausente,nao detectou
3321,presente,detectou
3322,presente,detectou
3323,ausente,nao detectou
3324,ausente,nao detectou
3325,presente,detectou
3326,ausente,detectou
3327,presente,detectou
3328,presente,nao detectou
3329,ausente,nao detectou
3330,ausente,nao detectou
3331,ausente,nao detectou
3332,ausente,detectou
3333,ausente,nao detectou
3334,ausente,nao detectou
3335,ausente,nao detectou
3336,ausente,nao detectou
3337,presente,nao detectou
3338,ausente,nao detectou
3339,presente,detectou
3340,presente,nao detectou
3341,presente,nao detectou
3342,ausente,nao detectou
3343,ausente,detectou
3344,presente,detectou
3345,ausente,nao detectou
3346,ausente,nao detectou
3347,ausente,nao detectou
3348,ausente,detectou
3349,ausente,nao detectou
3350,ausente,nao detectou
3351,ausente,nao detectou
3352,ausente,nao detectou
3353,ausente,nao detectou
3354,ausente,nao detectou
3355,ausente,nao detectou
3356,presente,detectou
3357,presente,detectou
3358,presente,detectou
3359,ausente,nao detectou
3360,presente,nao detectou
3361,presente,detectou
3362,ausente,detectou
3363,ausente,nao detectou
3364,ausente,nao detectou
3365,ausente,nao detectou
3366,ausente,nao detectou
3367,ausente,nao detectou
3368,ausente,nao detectou
3369,ausente,nao detectou
3370,ausente,nao detectou
3371,ausente,nao detectou
3372,presente,detectou
3373,ausente,nao detectou
3374,presente,detectou
3375,ausente,detectou
3376,presente,detectou
3377,ausente,nao detectou
3378,ausente,nao detectou
3379,ausente,nao detectou
3380,ausente,detectou
3381,ausente,nao detectou
3382,ausente,nao detectou
3383,ausente,nao detectou
3384,ausente,nao detectou
3385,ausente,nao detectou
3386,ausente,nao detectou
3387,ausente,nao detectou
3388,ausente,nao detectou
3389,ausente,nao detectou
3390,ausente,nao detectou
3391,ausente,nao detectou
3392,presente,nao detectou
3393,ausente,detectou
3394,ausente,nao detectou
3395,ausente,nao detectou
3396,presente,detectou
3397,ausente,nao detectou
3398,ausente,nao detectou
3399,ausente,nao detectou
3400,ausente,nao detectou
3401,presente,detectou
3402,ausente,nao detectou
3403,presente,nao detectou
3404,presente,detectou
3405,ausente,nao detectou
3406,ausente,nao detectou
3407,ausente,nao detectou
3408,ausente,nao detectou
3409,presente,nao detectou
3410,ausente,nao detectou
3411,presente,nao detectou
3412,ausente,nao detectou
3413,ausente,detectou
3414,ausente,detectou
3415,presente,detectou
3416,ausente,nao detectou
3417,ausente,nao detectou
3418,ausente,nao detectou
3419,ausente,detectou
3420,ausente,nao detectou
3421,ausente,nao detectou
3422,ausente,nao detectou
3423,ausente,nao detectou
3424,ausente,nao detectou
3425,ausente,nao detectou
3426,ausente,nao detectou
3427,ausente,nao detectou
3428,ausente,nao detectou
3429,presente,detectou
3430,presente,detectou
3431,ausente,nao detectou
3432,presente,nao detectou
3433,ausente,nao detectou
3434,presente,detectou
3435,ausente,detectou
3436,ausente,nao detectou
3437,presente,detectou
3438,ausente,nao detectou
3439,ausente,nao detectou
3440,ausente,nao detectou
3441,ausente,nao detectou
3442,ausente,nao detectou
3443,ausente,detectou
3444,ausente,nao detectou
3445,ausente,nao detectou
3446,ausente,nao detectou
3447,ausente,nao detectou
3448,ausente,nao detectou
3449,ausente,detectou
3450,presente,detectou
3451,ausente,nao detectou
3452,presente,nao detectou
3453,ausente,nao detectou
3454,ausente,nao detectou
3455,ausente,detectou
3456,ausente,nao detectou
3457,ausente,nao detectou
3458,presente,detectou
3459,ausente,detectou
3460,ausente,detectou
3461,ausente,nao detectou
3462,ausente,nao detectou
3463,presente,nao detectou
3464,ausente,nao detectou
3465,ausente,nao detectou
3466,ausente,nao detectou
3467,ausente,nao detectou
3468,ausente,nao detectou
3469,ausente,nao detectou
3470,presente,nao detectou
3471,ausente,detectou
3472,ausente,nao detectou
3473,ausente,nao detectou
3474,ausente,nao detectou
3475,presente,detectou
3476,ausente,nao detectou
3477,ausente,nao detectou
3478,ausente,nao detectou
3479,ausente,nao detectou
3480,ausente,detectou
3481,ausente,nao detectou
3482,ausente,detectou
3483,presente,detectou
3484,ausente,nao detectou
3485,presente,nao detectou
3486,ausente,nao detectou
3487,ausente,nao detectou
3488,ausente,nao detectou
3489,ausente,nao detectou
3490,ausente,nao detectou
3491,presente,detectou
3492,ausente,detectou
3493,ausente,detectou
3494,ausente,nao detectou
3495,ausente,nao detectou
3496,ausente,detectou
3497,ausente,nao detectou
3498,ausente,nao detectou
3499,presente,detectou
3500,ausente,nao detectou
3501,ausente,detectou
3502,ausente,nao detectou
3503,ausente,detectou
3504,presente,detectou
3505,presente,detectou
3506,ausente,nao detectou
3507,ausente,nao detectou
3508,ausente,nao detectou
3509,ausente,nao detectou
3510,ausente,nao detectou
3511,ausente,nao detectou
3512,ausente,detectou
3513,ausente,nao detectou
3514,ausente,nao detectou
3515,ausente,nao detectou
3516,presente,detectou
3517,presente,nao detectou
3518,ausente,nao detectou
3519,ausente,nao detectou
3520,ausente,nao detectou
3521,ausente,nao detectou
3522,ausente,nao detectou
3523,ausente,nao detectou
3524,ausente,nao detectou
3525,ausente,nao detectou
3526,ausente,nao detectou
3527,presente,detectou
3528,ausente,nao detectou
3529,ausente,nao detectou
3530,presente,nao detectou
3531,presente,detectou
3532,ausente,nao detectou
3533,ausente,nao detectou
3534,ausente,nao detectou
3535,ausente,detectou
3536,presente,detectou
3537,ausente,nao detectou
3538,presente,nao detectou
3539,presente,detectou
3540,ausente,nao detectou
3541,ausente,detectou
3542,ausente,nao detectou
3543,ausente,nao detectou
3544,ausente,nao detectou
3545,ausente,nao detectou
3546,presente,nao detectou
3547,ausente,nao detectou
3548,ausente,nao detectou
3549,ausente,nao detectou
3550,ausente,nao detectou
3551,ausente,nao detectou
3552,ausente,nao detectou
3553,ausente,nao detectou
3554,ausente,nao detectou
3555,presente,detectou
3556,ausente,detectou
3557,ausente,nao detectou
3558,ausente,nao detectou
3559,ausente,nao detectou
3560,presente,nao detectou
3561,ausente,nao detectou
3562,ausente,nao detectou
3563,ausente,nao detectou
3564,ausente,nao detectou
3565,ausente,nao detectou
3566,ausente,nao detectou
3567,ausente,nao detectou
3568,ausente,nao detectou
3569,presente,detectou
3570,ausente,nao detectou
3571,ausente,detectou
3572,ausente,nao detectou
3573,ausente,nao detectou
3574,ausente,nao detectou
3575,ausente,nao detectou
3576,ausente,nao detectou
3577,ausente,nao detectou
3578,presente,detectou
3579,ausente,nao detectou
3580,ausente,nao detectou
3581,ausente,nao detectou
3582,ausente,nao detectou
3583,ausente,nao detectou
3584,presente,detectou
3585,ausente,nao detectou
3586,ausente,detectou
3587,ausente,nao detectou
3588,ausente,nao detectou
3589,presente,detectou
3590,ausente,nao detectou
3591,ausente,nao detectou
3592,ausente,nao detectou
3593,ausente,nao detectou
3594,ausente,nao detectou
3595,ausente,nao detectou
3596,presente,nao detectou
3597,ausente,nao detectou
3598,ausente,nao detectou
3599,ausente,nao detectou
3600,ausente,nao detectou
3601,ausente,nao detectou
3602,presente,detectou
3603,ausente,nao detectou
3604,ausente,nao detectou
3605,ausente,nao detectou
3606,ausente,nao detectou
3607,ausente,detectou
3608,ausente,nao detectou
3609,ausente,nao detectou
3610,presente,detectou
3611,ausente,nao detectou
3612,ausente,nao detectou
3613,ausente,nao detectou
3614,ausente,nao detectou
3615,ausente,nao detectou
3616,presente,detectou
3617,ausente,nao detectou
3618,ausente,nao detectou
3619,ausente,nao detectou
3620,ausente,nao detectou
3621,ausente,nao detectou
3622,ausente,nao detectou
3623,presente,detectou
3624,presente,nao detectou
3625,ausente,nao detectou
3626,ausente,detectou
3627,ausente,nao detectou
3628,ausente,nao detectou
3629,presente,detectou
3630,presente,nao detectou
3631,ausente,detectou
3632,ausente,nao detectou
3633,ausente,nao detectou
3634,ausente,nao detectou
3635,ausente,nao detectou
3636,presente,detectou
3637,ausente,nao detectou
3638,presente,nao detectou
3639,ausente,nao detectou
3640,ausente,nao detectou
